locus_tag	ftype	length_bp	gene	EC_number	COG	product
KENBAJHJ_04997	CDS	375	flhA		COG1298	Flagellar biosynthesis protein FlhA
KENBAJHJ_04998	CDS	759				putative flagellar biosynthetic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_04999	CDS	714				hypothetical protein
KENBAJHJ_05000	CDS	570				hypothetical protein
KENBAJHJ_05001	CDS	384				hypothetical protein
KENBAJHJ_05002	CDS	255	lysS	6.1.1.6		Lysine--tRNA ligase
KENBAJHJ_05003	CDS	852				sn-glycerol-3-phosphate dehydrogenase (anaerobic), K-small subunit [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05004	CDS	240				putative periplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05005	CDS	909				putative sugar (pentulose and hexulose) kinase [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_05006	CDS	834	ohyA	4.2.1.53		Oleate hydratase
KENBAJHJ_05007	CDS	189				hypothetical protein
KENBAJHJ_05008	CDS	474				transcription elongation factor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05009	CDS	486				hypothetical protein
KENBAJHJ_05010	CDS	174				hypothetical protein
KENBAJHJ_05011	CDS	1203				iron-sulfur component of FhuF stability protein [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_05012	CDS	834				spermidine/putrescine transporter [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05013	CDS	327				maltose transport protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05014	CDS	918				putative inner membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05015	CDS	387	fieF_2			Ferrous-iron efflux pump FieF
KENBAJHJ_05016	CDS	693				Fels-2 prophage protein [Salmonella virus Fels2]
KENBAJHJ_05017	rRNA	1301				23S ribosomal RNA (partial)
KENBAJHJ_05018	CDS	600				acrAB operon repressor (TetR/AcrR family) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05019	CDS	477				hypothetical protein
KENBAJHJ_05020	CDS	903				putative transcriptional regulator [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05021	CDS	357				hypothetical protein
KENBAJHJ_05022	CDS	765				putative oxidoreductase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05023	CDS	564	fhcC		COG2218	Formyltransferase/hydrolase complex Fhc subunit C
KENBAJHJ_05024	CDS	411				hypothetical protein
KENBAJHJ_05025	CDS	441				30S ribosomal subunit protein S16 [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05026	CDS	309				chorismate mutase T [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05027	CDS	297				hypothetical protein
KENBAJHJ_05028	CDS	963	cdhR		COG4977	HTH-type transcriptional regulator CdhR
KENBAJHJ_05029	CDS	225				gluconate-6-phosphate dehydrogenase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05030	CDS	243				hypothetical protein
KENBAJHJ_05031	CDS	576	yyaP		COG0262	putative protein YyaP
KENBAJHJ_05032	CDS	291				gamma-glutamate kinase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05033	CDS	912				acetyl esterase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05034	CDS	516				dipeptide transport protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05035	CDS	483	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
KENBAJHJ_05036	CDS	984				D-amino acid dehydrogenase subunit [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05037	CDS	675				putative gntR family regulatory protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05038	CDS	300				4-hydroxyphenylacetate catabolism protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05039	CDS	384				hypothetical protein
KENBAJHJ_05040	CDS	237				hypothetical protein
KENBAJHJ_05041	CDS	246				hypothetical protein
KENBAJHJ_05042	CDS	222				hypothetical protein
KENBAJHJ_05043	CDS	879				hypothetical protein
KENBAJHJ_05044	CDS	594				putative periplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05045	CDS	426				Zn(II)-responsive transcriptional regulator [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05046	CDS	444				hypothetical protein
KENBAJHJ_05047	CDS	774				flagellar biosynthesis protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05048	CDS	207				hypothetical protein
KENBAJHJ_05049	CDS	477				hypothetical protein
KENBAJHJ_05050	CDS	369				hypothetical protein
KENBAJHJ_05051	CDS	792				hypothetical protein
KENBAJHJ_05052	CDS	354				D-ribose high-affinity transport protein (1st module, ATP-binding subunit) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05053	CDS	459				hypothetical protein
KENBAJHJ_05054	CDS	972				heat shock protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05055	CDS	378				hypothetical protein
KENBAJHJ_05056	CDS	228				hypothetical protein
KENBAJHJ_05057	CDS	402	vapC	3.1.-.-		tRNA(fMet)-specific endonuclease VapC
KENBAJHJ_05058	CDS	483				chaperone Hsp60 with peptide-dependent ATPase activity [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05059	CDS	873		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
KENBAJHJ_05060	CDS	243				hypothetical protein
KENBAJHJ_05061	CDS	429				50S ribosomal subunit protein L17 [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05062	CDS	1104				putative sugar kinase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05063	CDS	993				putative aminotransferase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05064	CDS	555				hypothetical protein
KENBAJHJ_05065	CDS	1008				hypothetical protein
KENBAJHJ_05066	CDS	159				hypothetical protein
KENBAJHJ_05067	CDS	459				hypothetical protein
KENBAJHJ_05068	CDS	543				hypothetical protein
KENBAJHJ_05069	CDS	393				hypothetical protein
KENBAJHJ_05070	CDS	567				hypothetical protein
KENBAJHJ_05071	CDS	279				hypothetical protein
KENBAJHJ_05072	CDS	675				putative transcriptional regulator, lysR family [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_05073	CDS	522				hypothetical protein
KENBAJHJ_05074	CDS	576				hypothetical protein
KENBAJHJ_05075	CDS	927			COG1305	putative protein
KENBAJHJ_05076	CDS	168				hypothetical protein
KENBAJHJ_05077	CDS	498				hypothetical protein
KENBAJHJ_05078	CDS	489				sn-glycerol 3-phosphate transport protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05079	CDS	375				hypothetical protein
KENBAJHJ_05080	CDS	465	opuAC_1		COG2113	Glycine betaine-binding protein OpuAC
KENBAJHJ_05081	CDS	627				hypothetical protein
KENBAJHJ_05082	CDS	720				soluble lytic murein transglycosylase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05083	CDS	288				hypothetical protein
KENBAJHJ_05084	CDS	1056				hypothetical protein
KENBAJHJ_05085	CDS	648				hypothetical protein
KENBAJHJ_05086	CDS	612				hypothetical protein
KENBAJHJ_05087	CDS	522				hypothetical protein
KENBAJHJ_05088	CDS	270				hypothetical protein
KENBAJHJ_05089	CDS	330				hypothetical protein
KENBAJHJ_05090	CDS	189				hypothetical protein
KENBAJHJ_05091	CDS	288				hypothetical protein
KENBAJHJ_05092	CDS	405				hypothetical protein
KENBAJHJ_05093	CDS	294				hypothetical protein
KENBAJHJ_05094	CDS	246				hypothetical protein
KENBAJHJ_05095	CDS	513				hypothetical protein
KENBAJHJ_05096	CDS	123				hypothetical protein
KENBAJHJ_05097	CDS	657				periplasmic serine protease Do, heat shock protein [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_05098	CDS	882				dihydrodipicolinate synthase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05099	CDS	204				hypothetical protein
KENBAJHJ_05100	CDS	297				hypothetical protein
KENBAJHJ_05101	CDS	126				hypothetical protein
KENBAJHJ_05102	CDS	579	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
KENBAJHJ_05103	CDS	288				sensory kinase in two-component regulatory system wtih KdpE [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05104	CDS	429				hypothetical protein
KENBAJHJ_05105	CDS	180				hypothetical protein
KENBAJHJ_05106	CDS	243				hypothetical protein
KENBAJHJ_05107	CDS	738				glucosamine-6-phosphate deaminase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05108	rRNA	1158				23S ribosomal RNA (partial)
KENBAJHJ_05109	CDS	795				hypothetical protein
KENBAJHJ_05110	CDS	159				hypothetical protein
KENBAJHJ_05111	CDS	549				hypothetical protein
KENBAJHJ_05112	CDS	939				threonine 3-dehydrogenase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05113	CDS	837				putative oxidoreductase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05114	CDS	603	yphB		COG2017	putative protein YphB
KENBAJHJ_05115	CDS	321				hypothetical protein
KENBAJHJ_05116	CDS	261				hypothetical protein
KENBAJHJ_05117	CDS	354				hypothetical protein
KENBAJHJ_05118	CDS	369				hypothetical protein
KENBAJHJ_05119	CDS	306	ureB1	3.5.1.5		Urease subunit beta 1
KENBAJHJ_05120	CDS	303	ureA1	3.5.1.5		Urease subunit gamma 1
KENBAJHJ_05121	CDS	243				hypothetical protein
KENBAJHJ_05122	CDS	318				hypothetical protein
KENBAJHJ_05123	CDS	771				hypothetical protein
KENBAJHJ_05124	CDS	540				fur regulated Salmonella iron transporter [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05125	CDS	519	ndvB	2.4.1.-	COG3459	Cyclic beta-(1,2)-glucan synthase NdvB
KENBAJHJ_05126	CDS	456				putative ABC transporter inner membrane component [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_05127	CDS	285				hypothetical protein
KENBAJHJ_05128	CDS	864		3.4.21.-		Extracellular serine protease
KENBAJHJ_05129	CDS	246				putative transcriptional regulator (AraC/XylS family) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05130	CDS	498				spermidine/putrescine transporter [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05131	CDS	1011				putative Zn transport protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05132	tRNA	76				tRNA-Ala(tgc)
KENBAJHJ_05133	tRNA	77				tRNA-Ile(gat)
KENBAJHJ_05134	CDS	258				hypothetical protein
KENBAJHJ_05135	CDS	705	ureF		COG0830	Urease accessory protein UreF
KENBAJHJ_05136	CDS	303	ureE1			Urease accessory protein UreE 1
KENBAJHJ_05137	CDS	765				hypothetical protein
KENBAJHJ_05138	CDS	768				hypothetical protein
KENBAJHJ_05139	CDS	213				hypothetical protein
KENBAJHJ_05140	CDS	921				hypothetical protein
KENBAJHJ_05141	CDS	1095				putative RNase R [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05142	CDS	675				hypothetical protein
KENBAJHJ_05143	CDS	483				hypothetical protein
KENBAJHJ_05144	CDS	261				hypothetical protein
KENBAJHJ_05145	CDS	888				LysR family NADH dehydrogenase transcriptional repressor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05146	CDS	237				flagellar biosynthesis protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05147	CDS	465				hypothetical protein
KENBAJHJ_05148	CDS	687				response regulator in two-component regulatory system with KdpD [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05149	CDS	195				hypothetical protein
KENBAJHJ_05150	CDS	162				hypothetical protein
KENBAJHJ_05151	CDS	1008				putative ATPase component of ABC transporter with duplicated ATPase domain [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05152	CDS	456				hypothetical protein
KENBAJHJ_05153	CDS	222				hypothetical protein
KENBAJHJ_05154	CDS	633				homoserine/homoserine lactone efflux protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05155	CDS	849				DNA polymerase III, delta prime subunit [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05156	CDS	189				hypothetical protein
KENBAJHJ_05157	CDS	756				putative amidophosphoribosyltransferase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05158	CDS	822	pcaB	5.5.1.2	COG0015	3-carboxy-cis,cis-muconate cycloisomerase
KENBAJHJ_05159	CDS	282				hypothetical protein
KENBAJHJ_05160	CDS	402				suppression of copper sensitivity protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05161	CDS	420				hypothetical protein
KENBAJHJ_05162	CDS	726				hypothetical protein
KENBAJHJ_05163	CDS	276	rpsU		COG0828	30S ribosomal protein S21
KENBAJHJ_05164	CDS	345				putative translation initiation inhibitor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05165	CDS	381				hypothetical protein
KENBAJHJ_05166	CDS	201				hypothetical protein
KENBAJHJ_05167	CDS	429				hypothetical protein
KENBAJHJ_05168	CDS	855				oligopeptidase A [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05169	CDS	237				hypothetical protein
KENBAJHJ_05170	CDS	810	kpsM		COG1682	Polysialic acid transport protein KpsM
KENBAJHJ_05171	CDS	468				hypothetical protein
KENBAJHJ_05172	CDS	627				hypothetical protein
KENBAJHJ_05173	CDS	342	cutS	1.2.5.3		Carbon monoxide dehydrogenase small chain
KENBAJHJ_05174	CDS	279				hypothetical protein
KENBAJHJ_05175	CDS	336				hypothetical protein
KENBAJHJ_05176	CDS	516				constitutive ribosephosphate isomerase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05177	CDS	273				hypothetical protein
KENBAJHJ_05178	CDS	846	betA	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
KENBAJHJ_05179	CDS	123				hypothetical protein
KENBAJHJ_05180	CDS	555				putative membrane-associated protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05181	CDS	204				hypothetical protein
KENBAJHJ_05182	CDS	795				2-aminoethylphosphonate transporter ATPase component [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05183	CDS	468				hypothetical protein
KENBAJHJ_05184	CDS	342				hypothetical protein
KENBAJHJ_05185	CDS	486				hypothetical protein
KENBAJHJ_05186	CDS	198				hypothetical protein
KENBAJHJ_05187	CDS	936				10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05188	CDS	1092				putative thiamine pyrophosphate-requiring enzyme [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_05189	CDS	612				putative ABC superfamily transport protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05190	CDS	480				hypothetical protein
KENBAJHJ_05191	CDS	264				hypothetical protein
KENBAJHJ_05192	CDS	453				hypothetical protein
KENBAJHJ_05193	CDS	687				hypothetical protein
KENBAJHJ_05194	CDS	942	pstS			Phosphate-binding protein PstS
KENBAJHJ_05195	CDS	234				hypothetical protein
KENBAJHJ_05196	CDS	180				hypothetical protein
KENBAJHJ_05197	CDS	183				hypothetical protein
KENBAJHJ_05198	CDS	582	ssuE	1.5.1.38	COG0431	FMN reductase (NADPH)
KENBAJHJ_05199	CDS	681				cystathionine gamma-synthase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05200	CDS	903				putative acetylornithine aminotransferase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05201	CDS	1104				L-lactate dehydrogenase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05202	CDS	666				hypothetical protein
KENBAJHJ_05203	CDS	255				hypothetical protein
KENBAJHJ_05204	CDS	435				hypothetical protein
KENBAJHJ_05205	CDS	492		2.1.1.-		Phthiotriol/phenolphthiotriol dimycocerosates methyltransferase
KENBAJHJ_05206	CDS	456				hypothetical protein
KENBAJHJ_05207	CDS	243				hypothetical protein
KENBAJHJ_05208	CDS	543				hypothetical protein
KENBAJHJ_05209	CDS	849				hypothetical protein
KENBAJHJ_05210	CDS	210				hypothetical protein
KENBAJHJ_05211	CDS	816				oligopeptide transport protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05212	CDS	294				hypothetical protein
KENBAJHJ_05213	CDS	666				hypothetical protein
KENBAJHJ_05214	CDS	810				hypothetical protein
KENBAJHJ_05215	CDS	861				hypothetical protein
KENBAJHJ_05216	CDS	795				hypothetical protein
KENBAJHJ_05217	CDS	783				tryptophan tRNA synthetase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05218	CDS	216				hypothetical protein
KENBAJHJ_05219	CDS	189				hypothetical protein
KENBAJHJ_05220	CDS	267				hypothetical protein
KENBAJHJ_05221	CDS	357				protein chain elongation factor EF-Ts [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05222	CDS	492				ABC superfamily peptide transport protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05223	CDS	594				putative dehydratase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05224	CDS	402				hypothetical protein
KENBAJHJ_05225	CDS	735				hypothetical protein
KENBAJHJ_05226	CDS	936				siroheme synthase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05227	CDS	906				hypothetical protein
KENBAJHJ_05228	CDS	426				hypothetical protein
KENBAJHJ_05229	CDS	432				protein chain elongation factor EF-G [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05230	CDS	837				hypothetical protein
KENBAJHJ_05231	CDS	831				L factor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05232	CDS	507				hypothetical protein
KENBAJHJ_05233	CDS	195				hypothetical protein
KENBAJHJ_05234	CDS	240				hypothetical protein
KENBAJHJ_05235	CDS	174				hypothetical protein
KENBAJHJ_05236	CDS	555				hypothetical protein
KENBAJHJ_05237	CDS	345				hypothetical protein
KENBAJHJ_05238	CDS	609				hypothetical protein
KENBAJHJ_05239	CDS	948				sensory kinase in two-component regulatory system with CpxR [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05240	CDS	495				hypothetical protein
KENBAJHJ_05241	CDS	471				hypothetical protein
KENBAJHJ_05242	CDS	198				hypothetical protein
KENBAJHJ_05243	CDS	597				hypothetical protein
KENBAJHJ_05244	CDS	153				putative ABC-type dipeptide/oligopeptide/nickel transport systems, permease component [Salmonella enterica subsp.enterica serovar Typhimurium str. LT2]
KENBAJHJ_05245	CDS	804				putrescine transporter [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05246	CDS	201				cystathionine gamma-synthase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05247	CDS	753				carnitine racemase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05248	CDS	696				hypothetical protein
KENBAJHJ_05249	CDS	360				hypothetical protein
KENBAJHJ_05250	CDS	648		3.1.1.23		Thermostable monoacylglycerol lipase
KENBAJHJ_05251	CDS	492				putative electron transfer flavoprotein alpha subunit [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05252	CDS	204	paaH	1.1.1.-	COG1250	3-hydroxyadipyl-CoA dehydrogenase
KENBAJHJ_05253	CDS	834				dipeptide transport protein 1 [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05254	CDS	351				hypothetical protein
KENBAJHJ_05255	CDS	843				hypothetical protein
KENBAJHJ_05256	CDS	753				putative LysR family transcriptional regulator [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_05257	CDS	231				hypothetical protein
KENBAJHJ_05258	CDS	399				putative ABC superfamily (atp&memb) transport protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05259	CDS	198				NADH dehydrogenase I chain A [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05260	CDS	582				NADH dehydrogenase I chain B [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05261	CDS	171				hypothetical protein
KENBAJHJ_05262	CDS	441				sulfate transport protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05263	CDS	792				putative DNA repair protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05264	CDS	396				hypothetical protein
KENBAJHJ_05265	CDS	909				putative protein involved in DNA uptake [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05266	CDS	495				hypothetical protein
KENBAJHJ_05267	CDS	483				arginine transport system [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05268	CDS	636				hypothetical protein
KENBAJHJ_05269	CDS	219				B12-dependent homocysteine-N5-methyltetrahydrofolate transmethylase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05270	CDS	402				galactose (methyl-galactoside) transport protein [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_05271	CDS	702				putative HlyD family secretion protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05272	CDS	765				hypothetical protein
KENBAJHJ_05273	CDS	255				hypothetical protein
KENBAJHJ_05274	CDS	231				hypothetical protein
KENBAJHJ_05275	CDS	840				3-oxoacyl-[acyl-carrier-protein] synthase III; acetylCoA ACP transacylase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05276	CDS	573	yxaF			putative HTH-type transcriptional regulator YxaF
KENBAJHJ_05277	CDS	195				putative inner membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05278	CDS	618				spermidine/putrescine transporter [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05279	CDS	702				inositol monophosphatase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05280	CDS	249				hypothetical protein
KENBAJHJ_05281	CDS	558				hypothetical protein
KENBAJHJ_05282	CDS	420				hypothetical protein
KENBAJHJ_05283	CDS	507				hypothetical protein
KENBAJHJ_05284	CDS	780				putative ATPase component of ABC-type transport system [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05285	CDS	186				hypothetical protein
KENBAJHJ_05286	CDS	237				hypothetical protein
KENBAJHJ_05287	CDS	735				arginine transport system [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05288	CDS	294				50S ribosomal subunit protein L23 [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05289	CDS	582				hypothetical protein
KENBAJHJ_05290	CDS	552				tricarboxylic transport regulatory protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05291	CDS	459				hypothetical protein
KENBAJHJ_05292	CDS	255				hypothetical protein
KENBAJHJ_05293	CDS	321	stcD	1.-.-.-		putative N-methylproline demethylase
KENBAJHJ_05294	CDS	543	opuAC_2		COG2113	Glycine betaine-binding protein OpuAC
KENBAJHJ_05295	CDS	651				putative LysR family transcriptional regulator [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_05296	CDS	165				putative LysR family transcriptional regulator [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_05297	CDS	855				hypothetical protein
KENBAJHJ_05298	CDS	693				dipeptide transport protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05299	CDS	834				delta(2)-isopentenylpyrophosphate tRNA-adenosine transferase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05300	CDS	705			COG1373	putative protein
KENBAJHJ_05301	CDS	501				putative monoamine oxidase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05302	CDS	987				hypothetical protein
KENBAJHJ_05303	CDS	696				hypothetical protein
KENBAJHJ_05304	CDS	315	mprF	2.3.2.3		Phosphatidylglycerol lysyltransferase
KENBAJHJ_05305	CDS	393				hypothetical protein
KENBAJHJ_05306	CDS	369				hypothetical protein
KENBAJHJ_05307	CDS	1020	moxC	1.14.-.-	COG2141	Putative monooxygenase MoxC
KENBAJHJ_05308	CDS	210				hypothetical protein
KENBAJHJ_05309	CDS	294				hypothetical protein
KENBAJHJ_05310	CDS	876				hypothetical protein
KENBAJHJ_05311	CDS	477				hypothetical protein
KENBAJHJ_05312	CDS	270				hypothetical protein
KENBAJHJ_05313	CDS	699				hypothetical protein
KENBAJHJ_05314	CDS	966				GalR/LacI family transcriptional repressor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05315	CDS	624				GalR/LacI family transcriptional repressor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05316	CDS	624				glycine cleavage complex protein T [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05317	CDS	300				hypothetical protein
KENBAJHJ_05318	CDS	909			COG1733	putative HTH-type transcriptional regulator
KENBAJHJ_05319	CDS	486				bacterioferrin [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05320	CDS	276				Purine-binding protein
KENBAJHJ_05321	CDS	855				hypothetical protein
KENBAJHJ_05322	CDS	567				hypothetical protein
KENBAJHJ_05323	CDS	378				hypothetical protein
KENBAJHJ_05324	CDS	474				acetyl CoA carboxylase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05325	CDS	384				hypothetical protein
KENBAJHJ_05326	CDS	813				putrescine transporter [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05327	CDS	603				hypothetical protein
KENBAJHJ_05328	CDS	405				hypothetical protein
KENBAJHJ_05329	CDS	255				exonuclease VII, small subunit [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05330	CDS	597				hypothetical protein
KENBAJHJ_05331	CDS	651				sensory kinase in two component regulatory system with HydG [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05332	CDS	384				putative short-chain alcohol dehydrogenase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05333	CDS	780	uao			Uric acid degradation bifunctional protein
KENBAJHJ_05334	CDS	150				hypothetical protein
KENBAJHJ_05335	CDS	771				hypothetical protein
KENBAJHJ_05336	CDS	675				thiosulfate transport protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
